# Comparison of SuperDARN MSTID Mongo Databases
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
,sDatetime,fDatetime,radar,mstid_2016:category_manu,mstid_2016:meanSubIntSpect_by_rtiCnt,mstid_2016:reject_code,mstid_2016:collection,fitexfilter:category_manu,fitexfilter:meanSubIntSpect_by_rtiCnt,fitexfilter:reject_code,fitexfilter:collection
1163,2012-11-13 22:00:00,2012-11-14 00:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1164,2012-11-14 12:00:00,2012-11-14 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1165,2012-11-14 14:00:00,2012-11-14 16:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1166,2012-11-14 16:00:00,2012-11-14 18:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1167,2012-11-14 18:00:00,2012-11-14 20:00:00,wal,mstid,0.007548656716775245,0,guc_wal_20121101_20130501,mstid,0.008567462592659343,0,guc_wal_20121101_20130501
1168,2012-11-14 20:00:00,2012-11-14 22:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1169,2012-11-14 22:00:00,2012-11-15 00:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1170,2012-11-15 12:00:00,2012-11-15 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1171,2012-11-15 14:00:00,2012-11-15 16:00:00,wal,mstid,0.014029387653745957,0,guc_wal_20121101_20130501,mstid,0.02107546910036581,0,guc_wal_20121101_20130501
1172,2012-11-15 16:00:00,2012-11-15 18:00:00,wal,mstid,0.008734713254760449,0,guc_wal_20121101_20130501,mstid,0.014203568536550852,0,guc_wal_20121101_20130501
1173,2012-11-15 18:00:00,2012-11-15 20:00:00,wal,mstid,0.011870657423756354,0,guc_wal_20121101_20130501,mstid,0.023930507481532873,0,guc_wal_20121101_20130501
1174,2012-11-15 20:00:00,2012-11-15 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1175,2012-11-15 22:00:00,2012-11-16 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1176,2012-11-16 12:00:00,2012-11-16 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1177,2012-11-16 14:00:00,2012-11-16 16:00:00,wal,mstid,0.010286148913947656,0,guc_wal_20121101_20130501,mstid,0.009268962171740999,0,guc_wal_20121101_20130501
1178,2012-11-16 16:00:00,2012-11-16 18:00:00,wal,mstid,0.009695594164531281,0,guc_wal_20121101_20130501,mstid,0.012296759572300364,0,guc_wal_20121101_20130501
1179,2012-11-16 18:00:00,2012-11-16 20:00:00,wal,mstid,0.000471014908333735,0,guc_wal_20121101_20130501,quiet,-0.006704212985998086,0,guc_wal_20121101_20130501
1180,2012-11-16 20:00:00,2012-11-16 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1181,2012-11-16 22:00:00,2012-11-17 00:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1182,2012-11-17 12:00:00,2012-11-17 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1183,2012-11-17 14:00:00,2012-11-17 16:00:00,wal,mstid,0.011357200034597809,0,guc_wal_20121101_20130501,mstid,0.008099824724991473,0,guc_wal_20121101_20130501
1184,2012-11-17 16:00:00,2012-11-17 18:00:00,wal,mstid,0.012842613557392645,0,guc_wal_20121101_20130501,mstid,0.002250130917972121,0,guc_wal_20121101_20130501
1185,2012-11-17 18:00:00,2012-11-17 20:00:00,wal,mstid,0.011568087154820047,0,guc_wal_20121101_20130501,mstid,0.006879256228183178,0,guc_wal_20121101_20130501
1186,2012-11-17 20:00:00,2012-11-17 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1187,2012-11-17 22:00:00,2012-11-18 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1188,2012-11-18 12:00:00,2012-11-18 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1189,2012-11-18 14:00:00,2012-11-18 16:00:00,wal,mstid,0.009880532439782897,0,guc_wal_20121101_20130501,mstid,0.008904251695735681,0,guc_wal_20121101_20130501
1190,2012-11-18 16:00:00,2012-11-18 18:00:00,wal,mstid,0.008502475161950535,0,guc_wal_20121101_20130501,mstid,0.0040009094671371,0,guc_wal_20121101_20130501
1191,2012-11-18 18:00:00,2012-11-18 20:00:00,wal,mstid,0.012084865794608062,0,guc_wal_20121101_20130501,mstid,0.015876592039876555,0,guc_wal_20121101_20130501
1192,2012-11-18 20:00:00,2012-11-18 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1193,2012-11-18 22:00:00,2012-11-19 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1194,2012-11-19 12:00:00,2012-11-19 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1195,2012-11-19 14:00:00,2012-11-19 16:00:00,wal,mstid,0.00890523712233447,0,guc_wal_20121101_20130501,mstid,0.007771204395045658,0,guc_wal_20121101_20130501
1196,2012-11-19 16:00:00,2012-11-19 18:00:00,wal,mstid,0.007713511336939284,0,guc_wal_20121101_20130501,mstid,0.004398342651630838,0,guc_wal_20121101_20130501
1197,2012-11-19 18:00:00,2012-11-19 20:00:00,wal,mstid,0.010442302961776478,0,guc_wal_20121101_20130501,mstid,0.009207859967124615,0,guc_wal_20121101_20130501
1198,2012-11-19 20:00:00,2012-11-19 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1199,2012-11-19 22:00:00,2012-11-20 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1200,2012-11-20 12:00:00,2012-11-20 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1201,2012-11-20 14:00:00,2012-11-20 16:00:00,wal,mstid,0.008705212230667454,0,guc_wal_20121101_20130501,mstid,0.008138152306774483,0,guc_wal_20121101_20130501
1202,2012-11-20 16:00:00,2012-11-20 18:00:00,wal,mstid,0.008373563359118425,0,guc_wal_20121101_20130501,mstid,0.0013048618611351949,0,guc_wal_20121101_20130501
1203,2012-11-20 18:00:00,2012-11-20 20:00:00,wal,mstid,0.007361661200297344,0,guc_wal_20121101_20130501,mstid,0.001135099199300322,0,guc_wal_20121101_20130501
1204,2012-11-20 20:00:00,2012-11-20 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1205,2012-11-20 22:00:00,2012-11-21 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1206,2012-11-21 12:00:00,2012-11-21 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1207,2012-11-21 14:00:00,2012-11-21 16:00:00,wal,mstid,0.014825846072403632,0,guc_wal_20121101_20130501,mstid,0.011648203268076316,0,guc_wal_20121101_20130501
1208,2012-11-21 16:00:00,2012-11-21 18:00:00,wal,mstid,0.009165613642542354,0,guc_wal_20121101_20130501,mstid,0.013667852684172989,0,guc_wal_20121101_20130501
1209,2012-11-21 18:00:00,2012-11-21 20:00:00,wal,mstid,0.010730270514391464,0,guc_wal_20121101_20130501,mstid,0.006808265074895026,0,guc_wal_20121101_20130501
1210,2012-11-21 20:00:00,2012-11-21 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1211,2012-11-21 22:00:00,2012-11-22 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1212,2012-11-22 12:00:00,2012-11-22 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1213,2012-11-22 14:00:00,2012-11-22 16:00:00,wal,mstid,0.006989875359192159,0,guc_wal_20121101_20130501,mstid,0.0035780612115082545,0,guc_wal_20121101_20130501
1214,2012-11-22 16:00:00,2012-11-22 18:00:00,wal,mstid,0.0016022033789420578,0,guc_wal_20121101_20130501,mstid,0.009274187508460104,0,guc_wal_20121101_20130501
1215,2012-11-22 18:00:00,2012-11-22 20:00:00,wal,mstid,0.0072310908925123105,0,guc_wal_20121101_20130501,mstid,0.007301326834054006,0,guc_wal_20121101_20130501
1216,2012-11-22 20:00:00,2012-11-22 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1217,2012-11-22 22:00:00,2012-11-23 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1218,2012-11-23 12:00:00,2012-11-23 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1219,2012-11-23 14:00:00,2012-11-23 16:00:00,wal,mstid,0.0113662922689086,0,guc_wal_20121101_20130501,mstid,0.015422822678158895,0,guc_wal_20121101_20130501
1220,2012-11-23 16:00:00,2012-11-23 18:00:00,wal,mstid,0.011372378734484288,0,guc_wal_20121101_20130501,mstid,0.0186479810223597,0,guc_wal_20121101_20130501
1221,2012-11-23 18:00:00,2012-11-23 20:00:00,wal,mstid,0.011342033941019684,0,guc_wal_20121101_20130501,mstid,0.01905890724553039,0,guc_wal_20121101_20130501
1222,2012-11-23 20:00:00,2012-11-23 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1223,2012-11-23 22:00:00,2012-11-24 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1224,2012-11-24 12:00:00,2012-11-24 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1225,2012-11-24 14:00:00,2012-11-24 16:00:00,wal,mstid,0.010800444568531213,0,guc_wal_20121101_20130501,mstid,0.01803960285641468,0,guc_wal_20121101_20130501
1226,2012-11-24 16:00:00,2012-11-24 18:00:00,wal,mstid,0.008301451574183608,0,guc_wal_20121101_20130501,mstid,0.016931205139560125,0,guc_wal_20121101_20130501
1227,2012-11-24 18:00:00,2012-11-24 20:00:00,wal,mstid,0.009865725133388119,0,guc_wal_20121101_20130501,mstid,0.015435044513946125,0,guc_wal_20121101_20130501
1228,2012-11-24 20:00:00,2012-11-24 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1229,2012-11-24 22:00:00,2012-11-25 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1230,2012-11-25 12:00:00,2012-11-25 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1231,2012-11-25 14:00:00,2012-11-25 16:00:00,wal,mstid,0.013228283261723732,0,guc_wal_20121101_20130501,mstid,0.00942089381092839,0,guc_wal_20121101_20130501
1232,2012-11-25 16:00:00,2012-11-25 18:00:00,wal,mstid,0.008651022967595044,0,guc_wal_20121101_20130501,mstid,0.010892624916213407,0,guc_wal_20121101_20130501
1233,2012-11-25 18:00:00,2012-11-25 20:00:00,wal,mstid,0.008020863929260404,0,guc_wal_20121101_20130501,mstid,0.008228945941657222,0,guc_wal_20121101_20130501
1234,2012-11-25 20:00:00,2012-11-25 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1235,2012-11-25 22:00:00,2012-11-26 00:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1236,2012-11-26 12:00:00,2012-11-26 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1237,2012-11-26 14:00:00,2012-11-26 16:00:00,wal,mstid,0.0006182547905917374,0,guc_wal_20121101_20130501,mstid,0.0018710389559177406,0,guc_wal_20121101_20130501
1238,2012-11-26 16:00:00,2012-11-26 18:00:00,wal,quiet,-0.0005504205735214611,0,guc_wal_20121101_20130501,mstid,0.01650995212958911,0,guc_wal_20121101_20130501
1239,2012-11-26 18:00:00,2012-11-26 20:00:00,wal,mstid,0.0025690818755967596,0,guc_wal_20121101_20130501,mstid,0.004231948085328932,0,guc_wal_20121101_20130501
1240,2012-11-26 20:00:00,2012-11-26 22:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1241,2012-11-26 22:00:00,2012-11-27 00:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1242,2012-11-27 12:00:00,2012-11-27 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1243,2012-11-27 14:00:00,2012-11-27 16:00:00,wal,mstid,0.0021100245082325193,0,guc_wal_20121101_20130501,mstid,0.005463185895597942,0,guc_wal_20121101_20130501
1244,2012-11-27 16:00:00,2012-11-27 18:00:00,wal,quiet,-0.0030306400430988797,0,guc_wal_20121101_20130501,mstid,0.0009387151801802164,0,guc_wal_20121101_20130501
1245,2012-11-27 18:00:00,2012-11-27 20:00:00,wal,mstid,0.003939680317661667,0,guc_wal_20121101_20130501,quiet,-0.00040312446290830705,0,guc_wal_20121101_20130501
1246,2012-11-27 20:00:00,2012-11-27 22:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1247,2012-11-27 22:00:00,2012-11-28 00:00:00,wal,None,,2,guc_wal_20121101_20130501,None,,2,guc_wal_20121101_20130501
1248,2012-11-28 12:00:00,2012-11-28 14:00:00,wal,None,,2,guc_wal_20121101_20130501,None,,2,guc_wal_20121101_20130501
1249,2012-11-28 14:00:00,2012-11-28 16:00:00,wal,None,,2,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1250,2012-11-28 16:00:00,2012-11-28 18:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1251,2012-11-28 18:00:00,2012-11-28 20:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1252,2012-11-28 20:00:00,2012-11-28 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1253,2012-11-28 22:00:00,2012-11-29 00:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1254,2012-11-29 12:00:00,2012-11-29 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1255,2012-11-29 14:00:00,2012-11-29 16:00:00,wal,mstid,0.014079079317980478,0,guc_wal_20121101_20130501,mstid,0.02626942348517232,0,guc_wal_20121101_20130501
1256,2012-11-29 16:00:00,2012-11-29 18:00:00,wal,mstid,0.0016330127747419155,0,guc_wal_20121101_20130501,mstid,0.00010577041000815355,0,guc_wal_20121101_20130501
1257,2012-11-29 18:00:00,2012-11-29 20:00:00,wal,mstid,0.002359182327781391,0,guc_wal_20121101_20130501,mstid,0.007276104081126935,0,guc_wal_20121101_20130501
1258,2012-11-29 20:00:00,2012-11-29 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1259,2012-11-29 22:00:00,2012-11-30 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1260,2012-11-30 12:00:00,2012-11-30 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1261,2012-11-30 14:00:00,2012-11-30 16:00:00,wal,mstid,0.003219726988832735,0,guc_wal_20121101_20130501,mstid,0.011116040977442636,0,guc_wal_20121101_20130501
1262,2012-11-30 16:00:00,2012-11-30 18:00:00,wal,mstid,0.008177762659105251,0,guc_wal_20121101_20130501,mstid,0.026907031725431154,0,guc_wal_20121101_20130501
1263,2012-11-30 18:00:00,2012-11-30 20:00:00,wal,mstid,0.0014643960807561053,0,guc_wal_20121101_20130501,quiet,-0.010139944617151087,0,guc_wal_20121101_20130501
1264,2012-11-30 20:00:00,2012-11-30 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1265,2012-11-30 22:00:00,2012-12-01 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1266,2012-12-01 12:00:00,2012-12-01 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1267,2012-12-01 14:00:00,2012-12-01 16:00:00,wal,mstid,0.000254552251902437,0,guc_wal_20121101_20130501,mstid,0.0009949610070356383,0,guc_wal_20121101_20130501
1268,2012-12-01 16:00:00,2012-12-01 18:00:00,wal,quiet,-0.0017979965889495808,0,guc_wal_20121101_20130501,quiet,-0.005417067241087412,0,guc_wal_20121101_20130501
1269,2012-12-01 18:00:00,2012-12-01 20:00:00,wal,mstid,0.008411070519291249,0,guc_wal_20121101_20130501,mstid,0.015079415693472247,0,guc_wal_20121101_20130501
1270,2012-12-01 20:00:00,2012-12-01 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1271,2012-12-01 22:00:00,2012-12-02 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1272,2012-12-02 12:00:00,2012-12-02 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1273,2012-12-02 14:00:00,2012-12-02 16:00:00,wal,mstid,0.003359947623008023,0,guc_wal_20121101_20130501,mstid,0.007618972919352022,0,guc_wal_20121101_20130501
1274,2012-12-02 16:00:00,2012-12-02 18:00:00,wal,mstid,0.002033832891630515,0,guc_wal_20121101_20130501,mstid,0.0003116817627680481,0,guc_wal_20121101_20130501
1275,2012-12-02 18:00:00,2012-12-02 20:00:00,wal,mstid,0.0032327616817190677,0,guc_wal_20121101_20130501,mstid,0.0033393540054523756,0,guc_wal_20121101_20130501
1276,2012-12-02 20:00:00,2012-12-02 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1277,2012-12-02 22:00:00,2012-12-03 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1278,2012-12-03 12:00:00,2012-12-03 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1279,2012-12-03 14:00:00,2012-12-03 16:00:00,wal,mstid,0.0073795514517041175,0,guc_wal_20121101_20130501,mstid,0.011950768067678844,0,guc_wal_20121101_20130501
1280,2012-12-03 16:00:00,2012-12-03 18:00:00,wal,mstid,0.005330378073993733,0,guc_wal_20121101_20130501,mstid,0.011780315629681567,0,guc_wal_20121101_20130501
1281,2012-12-03 18:00:00,2012-12-03 20:00:00,wal,mstid,0.009724887936532827,0,guc_wal_20121101_20130501,mstid,0.02187623391661674,0,guc_wal_20121101_20130501
1282,2012-12-03 20:00:00,2012-12-03 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1283,2012-12-03 22:00:00,2012-12-04 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1284,2012-12-04 12:00:00,2012-12-04 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1285,2012-12-04 14:00:00,2012-12-04 16:00:00,wal,quiet,-0.00011166664173728541,0,guc_wal_20121101_20130501,mstid,0.006467159677575237,0,guc_wal_20121101_20130501
1286,2012-12-04 16:00:00,2012-12-04 18:00:00,wal,quiet,-0.00317225141737544,0,guc_wal_20121101_20130501,quiet,-0.003757964114731269,0,guc_wal_20121101_20130501
1287,2012-12-04 18:00:00,2012-12-04 20:00:00,wal,quiet,-0.0011165037428308394,0,guc_wal_20121101_20130501,quiet,-0.005217684250432752,0,guc_wal_20121101_20130501
1288,2012-12-04 20:00:00,2012-12-04 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1289,2012-12-04 22:00:00,2012-12-05 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1290,2012-12-05 12:00:00,2012-12-05 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1291,2012-12-05 14:00:00,2012-12-05 16:00:00,wal,quiet,-0.0038571268030172883,0,guc_wal_20121101_20130501,quiet,-0.0061118123168278395,0,guc_wal_20121101_20130501
1292,2012-12-05 16:00:00,2012-12-05 18:00:00,wal,quiet,-0.0027145281273742053,0,guc_wal_20121101_20130501,quiet,-0.0007354603358566855,0,guc_wal_20121101_20130501
1293,2012-12-05 18:00:00,2012-12-05 20:00:00,wal,mstid,0.004510363174480579,0,guc_wal_20121101_20130501,mstid,0.009693593580964239,0,guc_wal_20121101_20130501
1294,2012-12-05 20:00:00,2012-12-05 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1295,2012-12-05 22:00:00,2012-12-06 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1296,2012-12-06 12:00:00,2012-12-06 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1297,2012-12-06 14:00:00,2012-12-06 16:00:00,wal,quiet,-0.003764113610100853,0,guc_wal_20121101_20130501,mstid,0.002644437595228582,0,guc_wal_20121101_20130501
1298,2012-12-06 16:00:00,2012-12-06 18:00:00,wal,quiet,-0.003162755347329646,0,guc_wal_20121101_20130501,mstid,0.0013201657628445316,0,guc_wal_20121101_20130501
1299,2012-12-06 18:00:00,2012-12-06 20:00:00,wal,mstid,0.003101025704775476,0,guc_wal_20121101_20130501,mstid,0.0009155411272537228,0,guc_wal_20121101_20130501
1300,2012-12-06 20:00:00,2012-12-06 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1301,2012-12-06 22:00:00,2012-12-07 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1302,2012-12-07 12:00:00,2012-12-07 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1303,2012-12-07 14:00:00,2012-12-07 16:00:00,wal,quiet,-0.0009448392466200616,0,guc_wal_20121101_20130501,quiet,-0.003051836353161346,0,guc_wal_20121101_20130501
1304,2012-12-07 16:00:00,2012-12-07 18:00:00,wal,quiet,-0.0018423237875308538,0,guc_wal_20121101_20130501,quiet,-0.005936134469024614,0,guc_wal_20121101_20130501
1305,2012-12-07 18:00:00,2012-12-07 20:00:00,wal,mstid,0.00021527805096739085,0,guc_wal_20121101_20130501,quiet,-0.002934635394820538,0,guc_wal_20121101_20130501
1306,2012-12-07 20:00:00,2012-12-07 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1307,2012-12-07 22:00:00,2012-12-08 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1308,2012-12-08 12:00:00,2012-12-08 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1309,2012-12-08 14:00:00,2012-12-08 16:00:00,wal,mstid,0.0013196637631561856,0,guc_wal_20121101_20130501,mstid,0.0097278461146706,0,guc_wal_20121101_20130501
1310,2012-12-08 16:00:00,2012-12-08 18:00:00,wal,mstid,0.0007293780737314167,0,guc_wal_20121101_20130501,mstid,0.000642976662296758,0,guc_wal_20121101_20130501
1311,2012-12-08 18:00:00,2012-12-08 20:00:00,wal,mstid,0.003288736683427741,0,guc_wal_20121101_20130501,mstid,0.011744679997356587,0,guc_wal_20121101_20130501
1312,2012-12-08 20:00:00,2012-12-08 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1313,2012-12-08 22:00:00,2012-12-09 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1314,2012-12-09 12:00:00,2012-12-09 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1315,2012-12-09 14:00:00,2012-12-09 16:00:00,wal,quiet,-0.009750292615491861,0,guc_wal_20121101_20130501,quiet,-0.010851017579560418,0,guc_wal_20121101_20130501
1316,2012-12-09 16:00:00,2012-12-09 18:00:00,wal,quiet,-0.0027216347501338115,0,guc_wal_20121101_20130501,mstid,0.008107040622069404,0,guc_wal_20121101_20130501
1317,2012-12-09 18:00:00,2012-12-09 20:00:00,wal,mstid,0.0023308023018444113,0,guc_wal_20121101_20130501,mstid,0.002794597298084144,0,guc_wal_20121101_20130501
1318,2012-12-09 20:00:00,2012-12-09 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1319,2012-12-09 22:00:00,2012-12-10 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1320,2012-12-10 12:00:00,2012-12-10 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1321,2012-12-10 14:00:00,2012-12-10 16:00:00,wal,None,,3,guc_wal_20121101_20130501,mstid,0.01989054819382555,0,guc_wal_20121101_20130501
1322,2012-12-10 16:00:00,2012-12-10 18:00:00,wal,quiet,-3.695636299759562e-05,0,guc_wal_20121101_20130501,quiet,-0.017881322226962103,0,guc_wal_20121101_20130501
1323,2012-12-10 18:00:00,2012-12-10 20:00:00,wal,mstid,0.0020554092185598844,0,guc_wal_20121101_20130501,mstid,0.052598690124459696,0,guc_wal_20121101_20130501
1324,2012-12-10 20:00:00,2012-12-10 22:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1325,2012-12-10 22:00:00,2012-12-11 00:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1326,2012-12-11 12:00:00,2012-12-11 14:00:00,wal,None,,1,guc_wal_20121101_20130501,None,,1,guc_wal_20121101_20130501
1327,2012-12-11 14:00:00,2012-12-11 16:00:00,wal,mstid,0.006339549244224251,0,guc_wal_20121101_20130501,mstid,0.018942822559640096,0,guc_wal_20121101_20130501
1328,2012-12-11 16:00:00,2012-12-11 18:00:00,wal,mstid,0.009115151502038463,0,guc_wal_20121101_20130501,mstid,0.04525456123631018,0,guc_wal_20121101_20130501
1329,2012-12-11 18:00:00,2012-12-11 20:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1330,2012-12-11 20:00:00,2012-12-11 22:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1331,2012-12-11 22:00:00,2012-12-12 00:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1332,2012-12-12 12:00:00,2012-12-12 14:00:00,wal,None,,3,guc_wal_20121101_20130501,None,,3,guc_wal_20121101_20130501
1333,2012-12-12 14:00:00,2012-12-12 16:00:00,wal,None,,2,guc_wal_20121101_20130501,None,,2,guc_wal_20121101_20130501
1334,2012-12-12 16:00:00,2012-12-12 18:00:00,wal,None,,2,guc_wal_20121101_20130501,None,,2,guc_wal_20121101_20130501
