# Comparison of SuperDARN MSTID Mongo Databases
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# reject_code Explanations:
#  -1: Entry not present in this database.
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
,sDatetime,fDatetime,radar,mstid_2016:category_manu,mstid_2016:meanSubIntSpect_by_rtiCnt,mstid_2016:reject_code,mstid_2016:collection,mstid_GSMR_fitexfilter:category_manu,mstid_GSMR_fitexfilter:meanSubIntSpect_by_rtiCnt,mstid_GSMR_fitexfilter:reject_code,mstid_GSMR_fitexfilter:collection
477,2013-01-19 18:00:00,2013-01-19 20:00:00,bks,quiet,-0.016890730879987634,0,guc_bks_20121101_20130501,quiet,-0.025734753991293113,0,guc_bks_20121101_20130501
478,2013-01-19 20:00:00,2013-01-19 22:00:00,bks,quiet,-0.014211457294561223,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
479,2013-01-19 22:00:00,2013-01-20 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
480,2013-01-20 12:00:00,2013-01-20 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
481,2013-01-20 14:00:00,2013-01-20 16:00:00,bks,None,,3,guc_bks_20121101_20130501,quiet,-0.0010445383366560158,0,guc_bks_20121101_20130501
482,2013-01-20 16:00:00,2013-01-20 18:00:00,bks,quiet,-0.011839550119184894,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
483,2013-01-20 18:00:00,2013-01-20 20:00:00,bks,quiet,-0.018686775723895193,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
484,2013-01-20 20:00:00,2013-01-20 22:00:00,bks,quiet,-0.02319868202716021,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
485,2013-01-20 22:00:00,2013-01-21 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
486,2013-01-21 12:00:00,2013-01-21 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
487,2013-01-21 14:00:00,2013-01-21 16:00:00,bks,quiet,-0.005328097786401279,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
488,2013-01-21 16:00:00,2013-01-21 18:00:00,bks,quiet,-0.004081272542275685,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
489,2013-01-21 18:00:00,2013-01-21 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
490,2013-01-21 20:00:00,2013-01-21 22:00:00,bks,quiet,-0.013474921401082654,0,guc_bks_20121101_20130501,quiet,-0.011303987526631724,0,guc_bks_20121101_20130501
491,2013-01-21 22:00:00,2013-01-22 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
492,2013-01-22 12:00:00,2013-01-22 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
493,2013-01-22 14:00:00,2013-01-22 16:00:00,bks,quiet,-0.008614609951665101,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
494,2013-01-22 16:00:00,2013-01-22 18:00:00,bks,quiet,-0.015042863149491567,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
495,2013-01-22 18:00:00,2013-01-22 20:00:00,bks,quiet,-0.01888017438247462,0,guc_bks_20121101_20130501,quiet,-0.012978646430701886,0,guc_bks_20121101_20130501
496,2013-01-22 20:00:00,2013-01-22 22:00:00,bks,quiet,-0.013676901655536524,0,guc_bks_20121101_20130501,quiet,-0.011316388462554887,0,guc_bks_20121101_20130501
497,2013-01-22 22:00:00,2013-01-23 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
498,2013-01-23 12:00:00,2013-01-23 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
499,2013-01-23 14:00:00,2013-01-23 16:00:00,bks,quiet,-0.003303434194329992,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
500,2013-01-23 16:00:00,2013-01-23 18:00:00,bks,quiet,-0.014534911891444187,0,guc_bks_20121101_20130501,quiet,-0.010518514336602936,0,guc_bks_20121101_20130501
501,2013-01-23 18:00:00,2013-01-23 20:00:00,bks,quiet,-0.01624772172527155,0,guc_bks_20121101_20130501,quiet,-0.011074622716170195,0,guc_bks_20121101_20130501
502,2013-01-23 20:00:00,2013-01-23 22:00:00,bks,quiet,-0.008539782495831068,0,guc_bks_20121101_20130501,quiet,-0.00594577762028494,0,guc_bks_20121101_20130501
503,2013-01-23 22:00:00,2013-01-24 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
504,2013-01-24 12:00:00,2013-01-24 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
505,2013-01-24 14:00:00,2013-01-24 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
506,2013-01-24 16:00:00,2013-01-24 18:00:00,bks,None,,2,guc_bks_20121101_20130501,None,,2,guc_bks_20121101_20130501
507,2013-01-24 18:00:00,2013-01-24 20:00:00,bks,None,,2,guc_bks_20121101_20130501,None,,2,guc_bks_20121101_20130501
508,2013-01-24 20:00:00,2013-01-24 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
509,2013-01-24 22:00:00,2013-01-25 00:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
510,2013-01-25 12:00:00,2013-01-25 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
511,2013-01-25 14:00:00,2013-01-25 16:00:00,bks,quiet,-0.010779386770763665,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
512,2013-01-25 16:00:00,2013-01-25 18:00:00,bks,quiet,-0.005718032652455901,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
513,2013-01-25 18:00:00,2013-01-25 20:00:00,bks,quiet,-0.011316593902854243,0,guc_bks_20121101_20130501,quiet,-0.01012952303496458,0,guc_bks_20121101_20130501
514,2013-01-25 20:00:00,2013-01-25 22:00:00,bks,quiet,-0.017159615013061683,0,guc_bks_20121101_20130501,quiet,-0.01656394080300842,0,guc_bks_20121101_20130501
515,2013-01-25 22:00:00,2013-01-26 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
516,2013-01-26 12:00:00,2013-01-26 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
517,2013-01-26 14:00:00,2013-01-26 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
518,2013-01-26 16:00:00,2013-01-26 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
519,2013-01-26 18:00:00,2013-01-26 20:00:00,bks,quiet,-0.019886596317827705,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
520,2013-01-26 20:00:00,2013-01-26 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
521,2013-01-26 22:00:00,2013-01-27 00:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
522,2013-01-27 12:00:00,2013-01-27 14:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
523,2013-01-27 14:00:00,2013-01-27 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
524,2013-01-27 16:00:00,2013-01-27 18:00:00,bks,quiet,-0.008947398534445898,0,guc_bks_20121101_20130501,quiet,-0.008027845454742496,0,guc_bks_20121101_20130501
525,2013-01-27 18:00:00,2013-01-27 20:00:00,bks,quiet,-0.012207885385639465,0,guc_bks_20121101_20130501,quiet,-0.01984263866959694,0,guc_bks_20121101_20130501
526,2013-01-27 20:00:00,2013-01-27 22:00:00,bks,quiet,-0.01200031054654717,0,guc_bks_20121101_20130501,quiet,-0.019306482522680087,0,guc_bks_20121101_20130501
527,2013-01-27 22:00:00,2013-01-28 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
528,2013-01-28 12:00:00,2013-01-28 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
529,2013-01-28 14:00:00,2013-01-28 16:00:00,bks,quiet,-0.0029615187090983497,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
530,2013-01-28 16:00:00,2013-01-28 18:00:00,bks,quiet,-0.0010790932041360802,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
531,2013-01-28 18:00:00,2013-01-28 20:00:00,bks,quiet,-0.010453766511568664,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
532,2013-01-28 20:00:00,2013-01-28 22:00:00,bks,quiet,-0.011434840906441182,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
533,2013-01-28 22:00:00,2013-01-29 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
534,2013-01-29 12:00:00,2013-01-29 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
535,2013-01-29 14:00:00,2013-01-29 16:00:00,bks,quiet,-0.004744479196145018,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
536,2013-01-29 16:00:00,2013-01-29 18:00:00,bks,quiet,-0.006361277563351834,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
537,2013-01-29 18:00:00,2013-01-29 20:00:00,bks,quiet,-0.004822710773001782,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
538,2013-01-29 20:00:00,2013-01-29 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
539,2013-01-29 22:00:00,2013-01-30 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
540,2013-01-30 12:00:00,2013-01-30 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
541,2013-01-30 14:00:00,2013-01-30 16:00:00,bks,quiet,-0.009183856033339733,0,guc_bks_20121101_20130501,quiet,-0.00798926700718871,0,guc_bks_20121101_20130501
542,2013-01-30 16:00:00,2013-01-30 18:00:00,bks,quiet,-0.0035252489890042317,0,guc_bks_20121101_20130501,quiet,-0.0015974112417288687,0,guc_bks_20121101_20130501
543,2013-01-30 18:00:00,2013-01-30 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
544,2013-01-30 20:00:00,2013-01-30 22:00:00,bks,None,,3,guc_bks_20121101_20130501,quiet,-0.003901505053543628,0,guc_bks_20121101_20130501
545,2013-01-30 22:00:00,2013-01-31 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
546,2013-01-31 12:00:00,2013-01-31 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
547,2013-01-31 14:00:00,2013-01-31 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
548,2013-01-31 16:00:00,2013-01-31 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
549,2013-01-31 18:00:00,2013-01-31 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
550,2013-01-31 20:00:00,2013-01-31 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
551,2013-01-31 22:00:00,2013-02-01 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
552,2013-02-01 12:00:00,2013-02-01 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
553,2013-02-01 14:00:00,2013-02-01 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
554,2013-02-01 16:00:00,2013-02-01 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
555,2013-02-01 18:00:00,2013-02-01 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
556,2013-02-01 20:00:00,2013-02-01 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
557,2013-02-01 22:00:00,2013-02-02 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
558,2013-02-02 12:00:00,2013-02-02 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
559,2013-02-02 14:00:00,2013-02-02 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
560,2013-02-02 16:00:00,2013-02-02 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
561,2013-02-02 18:00:00,2013-02-02 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
562,2013-02-02 20:00:00,2013-02-02 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
563,2013-02-02 22:00:00,2013-02-03 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
564,2013-02-03 12:00:00,2013-02-03 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
565,2013-02-03 14:00:00,2013-02-03 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
566,2013-02-03 16:00:00,2013-02-03 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
567,2013-02-03 18:00:00,2013-02-03 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
568,2013-02-03 20:00:00,2013-02-03 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
569,2013-02-03 22:00:00,2013-02-04 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
570,2013-02-04 12:00:00,2013-02-04 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
571,2013-02-04 14:00:00,2013-02-04 16:00:00,bks,mstid,0.0005074553641084648,0,guc_bks_20121101_20130501,mstid,4.7362246363811646e-05,0,guc_bks_20121101_20130501
572,2013-02-04 16:00:00,2013-02-04 18:00:00,bks,mstid,0.0011184145063220586,0,guc_bks_20121101_20130501,mstid,0.0032548228176000654,0,guc_bks_20121101_20130501
573,2013-02-04 18:00:00,2013-02-04 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
574,2013-02-04 20:00:00,2013-02-04 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
575,2013-02-04 22:00:00,2013-02-05 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
576,2013-02-05 12:00:00,2013-02-05 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
577,2013-02-05 14:00:00,2013-02-05 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
578,2013-02-05 16:00:00,2013-02-05 18:00:00,bks,mstid,0.004293734055692602,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
579,2013-02-05 18:00:00,2013-02-05 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
580,2013-02-05 20:00:00,2013-02-05 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
581,2013-02-05 22:00:00,2013-02-06 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
582,2013-02-06 12:00:00,2013-02-06 14:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
583,2013-02-06 14:00:00,2013-02-06 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
584,2013-02-06 16:00:00,2013-02-06 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
585,2013-02-06 18:00:00,2013-02-06 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
586,2013-02-06 20:00:00,2013-02-06 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
587,2013-02-06 22:00:00,2013-02-07 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
588,2013-02-07 12:00:00,2013-02-07 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
589,2013-02-07 14:00:00,2013-02-07 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
590,2013-02-07 16:00:00,2013-02-07 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
591,2013-02-07 18:00:00,2013-02-07 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
592,2013-02-07 20:00:00,2013-02-07 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
593,2013-02-07 22:00:00,2013-02-08 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
594,2013-02-08 12:00:00,2013-02-08 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
595,2013-02-08 14:00:00,2013-02-08 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
596,2013-02-08 16:00:00,2013-02-08 18:00:00,bks,quiet,-0.0073794663106440265,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
597,2013-02-08 18:00:00,2013-02-08 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
598,2013-02-08 20:00:00,2013-02-08 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
599,2013-02-08 22:00:00,2013-02-09 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
600,2013-02-09 12:00:00,2013-02-09 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
601,2013-02-09 14:00:00,2013-02-09 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
602,2013-02-09 16:00:00,2013-02-09 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
603,2013-02-09 18:00:00,2013-02-09 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
604,2013-02-09 20:00:00,2013-02-09 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
605,2013-02-09 22:00:00,2013-02-10 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
606,2013-02-10 12:00:00,2013-02-10 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
607,2013-02-10 14:00:00,2013-02-10 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
608,2013-02-10 16:00:00,2013-02-10 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
609,2013-02-10 18:00:00,2013-02-10 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
610,2013-02-10 20:00:00,2013-02-10 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
611,2013-02-10 22:00:00,2013-02-11 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
612,2013-02-11 12:00:00,2013-02-11 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
613,2013-02-11 14:00:00,2013-02-11 16:00:00,bks,quiet,-0.0056482601390861935,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
614,2013-02-11 16:00:00,2013-02-11 18:00:00,bks,quiet,-0.0034179204961801127,0,guc_bks_20121101_20130501,quiet,-0.0034898171759059847,0,guc_bks_20121101_20130501
615,2013-02-11 18:00:00,2013-02-11 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
616,2013-02-11 20:00:00,2013-02-11 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
617,2013-02-11 22:00:00,2013-02-12 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
618,2013-02-12 12:00:00,2013-02-12 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
619,2013-02-12 14:00:00,2013-02-12 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
620,2013-02-12 16:00:00,2013-02-12 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
621,2013-02-12 18:00:00,2013-02-12 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
622,2013-02-12 20:00:00,2013-02-12 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
623,2013-02-12 22:00:00,2013-02-13 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
624,2013-02-13 12:00:00,2013-02-13 14:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
625,2013-02-13 14:00:00,2013-02-13 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
626,2013-02-13 16:00:00,2013-02-13 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
627,2013-02-13 18:00:00,2013-02-13 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
628,2013-02-13 20:00:00,2013-02-13 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
629,2013-02-13 22:00:00,2013-02-14 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
630,2013-02-14 12:00:00,2013-02-14 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
631,2013-02-14 14:00:00,2013-02-14 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
632,2013-02-14 16:00:00,2013-02-14 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
633,2013-02-14 18:00:00,2013-02-14 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
634,2013-02-14 20:00:00,2013-02-14 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
635,2013-02-14 22:00:00,2013-02-15 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
636,2013-02-15 12:00:00,2013-02-15 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
637,2013-02-15 14:00:00,2013-02-15 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
638,2013-02-15 16:00:00,2013-02-15 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
639,2013-02-15 18:00:00,2013-02-15 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
640,2013-02-15 20:00:00,2013-02-15 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
641,2013-02-15 22:00:00,2013-02-16 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
642,2013-02-16 12:00:00,2013-02-16 14:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
643,2013-02-16 14:00:00,2013-02-16 16:00:00,bks,mstid,0.011557672528912046,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
644,2013-02-16 16:00:00,2013-02-16 18:00:00,bks,quiet,-0.0007703834287033166,0,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
645,2013-02-16 18:00:00,2013-02-16 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
646,2013-02-16 20:00:00,2013-02-16 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
647,2013-02-16 22:00:00,2013-02-17 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
648,2013-02-17 12:00:00,2013-02-17 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
649,2013-02-17 14:00:00,2013-02-17 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
650,2013-02-17 16:00:00,2013-02-17 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
651,2013-02-17 18:00:00,2013-02-17 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
652,2013-02-17 20:00:00,2013-02-17 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
653,2013-02-17 22:00:00,2013-02-18 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
654,2013-02-18 12:00:00,2013-02-18 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
655,2013-02-18 14:00:00,2013-02-18 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
656,2013-02-18 16:00:00,2013-02-18 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
657,2013-02-18 18:00:00,2013-02-18 20:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
658,2013-02-18 20:00:00,2013-02-18 22:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
659,2013-02-18 22:00:00,2013-02-19 00:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
660,2013-02-19 12:00:00,2013-02-19 14:00:00,bks,None,,1,guc_bks_20121101_20130501,None,,1,guc_bks_20121101_20130501
661,2013-02-19 14:00:00,2013-02-19 16:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
662,2013-02-19 16:00:00,2013-02-19 18:00:00,bks,None,,3,guc_bks_20121101_20130501,None,,3,guc_bks_20121101_20130501
663,2013-02-19 18:00:00,2013-02-19 20:00:00,bks,quiet,-0.0036775886010210284,0,guc_bks_20121101_20130501,quiet,-0.008126298329727949,0,guc_bks_20121101_20130501
